additive_raw_pl,contrast_raw,size_raw,my_rs,difference,standard_curve,additive_power,contrast_power,size_power,two_size_added,size_added,contrast_added,both_added,rotated_curve
0.43658497186577183,0.20714952522635643,0.31836475105333334,0.2,-0.2365849718657718,0.2176932716429318,0.21889170022284002,-0.010543746416575378,0.10067147941040153,0.41903623046373484,0.31836475105333334,0.20714952522635643,0.307821004636758,0.45259573567973055
0.42813788093835614,0.212504398779213,0.27469967125342465,0.217954545,-0.21018333593835617,0.22255155626666667,0.20558632467168947,-0.010047157487453662,0.052148114986757976,0.3268477862401826,0.27469967125342465,0.212504398779213,0.264652513765971,0.3590355484019511
0.44032286476666666,0.20106912520261916,0.30085731732,0.235909091,-0.20441377376666667,0.2264980466,0.21382481816666665,-0.025428921397380844,0.07435927071999998,0.37521658803999997,0.30085731732,0.20106912520261916,0.27542839592261914,0.4052626197425494
0.44843895324324323,0.2186218391968581,0.31015858126,0.253863636,-0.19457531724324323,0.23226467055333333,0.2161742826899099,-0.013642831356475232,0.07789391070666668,0.3880524919666667,0.31015858126,0.2186218391968581,0.2965157499035248,0.4161514462469431
0.4209724944466667,0.22024390806153474,0.31677430525333333,0.271818182,-0.14915431244666666,0.2454159410805369,0.17555655336612977,-0.02517203301900217,0.07135836417279642,0.3881326694261298,0.31677430525333333,0.22024390806153474,0.29160227223433116,0.41435442338384576
0.46288784897972973,0.22100739311887413,0.31344132857333334,0.289772727,-0.17311512197972972,0.2308342137315436,0.23205363524818612,-0.009826820612669485,0.08260711484178973,0.3960484434151231,0.31344132857333334,0.22100739311887413,0.30361450796066386,0.4203500729371663
0.4565028497414966,0.26317156728668195,0.32848645252027026,0.307727273,-0.14877557674149658,0.23430429316107382,0.22219855658042276,0.028867274125608133,0.09418215935919644,0.4226686118794667,0.32848645252027026,0.26317156728668195,0.3573537266458784,0.44494765223129973
0.47624218609395974,0.23578106235593535,0.32384129546,0.325681818,-0.15056036809395973,0.23544583137583894,0.2407963547181208,3.352309800964126e-4,0.08839546408416107,0.41223675954416106,0.32384129546,0.23578106235593535,0.3241765264400964,0.4326961856770697
0.46843500627516776,0.2511425658117324,0.3504944234933333,0.343636364,-0.12479864227516775,0.23793560956,0.23049939671516775,0.013206956251732377,0.11255881393333331,0.4630532374266666,0.3504944234933333,0.2511425658117324,0.36370137974506567,0.4813575244746706
0.4946818602818792,0.274515872735514,0.3645625389328859,0.361590909,-0.13309095128187917,0.2615296765033557,0.23315218377852354,0.012986196232158298,0.10303286242953025,0.4675954013624162,0.3645625389328859,0.274515872735514,0.3775487351650442,0.48399804496360577
0.5012552263557047,0.29571603902500265,0.3480552748724832,0.379545455,-0.12170977135570472,0.2443000261081081,0.25695520024759666,0.05141601291689454,0.10375524876437511,0.45181052363685836,0.3480552748724832,0.29571603902500265,0.3994712877893778,0.4664228773477792
0.5089482387635135,0.29922581603425347,0.38405479109333335,0.3975,-0.1114482387635135,0.2810690713733333,0.22787916739018016,0.018156744660920154,0.10298571972000004,0.4870405108133334,0.38405479109333335,0.29922581603425347,0.4022115357542535,0.4995831099708071
0.5405181277785235,0.2954237572040339,0.3964412372,0.415454545,-0.12506358277852347,0.26817698060666667,0.2723411471718568,0.02724677659736724,0.12826425659333335,0.5247054937933333,0.3964412372,0.2954237572040339,0.42368801379736726,0.5351649992355705
0.5418941847876713,0.31871728732244126,0.4156969971866667,0.433409091,-0.10848509378767121,0.28462589819463086,0.2572682865930404,0.0340913891278104,0.13107109899203584,0.5467680961787025,0.4156969971866667,0.31871728732244126,0.4497883863144771,0.5552299792745761
0.5715244656689189,0.33277861289162036,0.4062718833918919,0.451363636,-0.1201608296689189,0.2752921454,0.2962323202689189,0.05748646749162034,0.1309797379918919,0.5372516213837838,0.4062718833918919,0.33277861289162036,0.46375835088351225,0.5438888757267892
0.598377924295302,0.3501540846459554,0.44830950497986577,0.469318182,-0.12905974229530204,0.30495172896,0.293426195335302,0.045202355685955375,0.14335777601986577,0.5916672809997315,0.44830950497986577,0.3501540846459554,0.49351186066582114,0.596129679563708
0.6138039838066667,0.35080415587499225,0.45447737380000003,0.487272727,-0.12653125680666666,0.2852788681533333,0.32852511565333337,0.06552528772165894,0.16919850564666672,0.6236758794466668,0.45447737380000003,0.35080415587499225,0.520002661521659,0.626086170561716
0.6279257335821917,0.3855260735299115,0.46887918944,0.505227273,-0.12269846058219175,0.3127460395238095,0.3151796940583822,0.07278003400610195,0.15613314991619048,0.6250123393561905,0.46887918944,0.3855260735299115,0.541659223446102,0.6255385481019708
0.6283563854295302,0.4017945864766044,0.4737641100675676,0.523181818,-0.10517456742953024,0.3163886468445946,0.3119677385849356,0.08540593963200976,0.15737546322297297,0.6311395732905405,0.4737641100675676,0.4017945864766044,0.5591700496995773,0.6297554554102055
0.6616643749662162,0.40634385770908693,0.49143504278,0.541136364,-0.12052801096621624,0.33090370507407546,0.33076066989214076,0.07544015263501147,0.16053133770592454,0.6519663804859246,0.49143504278,0.40634385770908693,0.5668751954150115,0.6485914100745801
