factor,slider.response,my_rs,difference
size_manipulated,0.147222236,0.289772727,0.142550491
standard_plot,0.136111118,0.343636364,0.207525246
size_manipulated,0.324074074,0.505227273,0.18115319900000004
standard_plot,0.239814829,0.289772727,0.049957898
standard_plot,0.079629651,0.469318182,0.389688531
size_manipulated,0.298148191,0.433409091,0.13526090000000002
size_manipulated,0.341666681,0.487272727,0.145606046
size_manipulated,0.25462963,0.612954545,0.358324915
size_manipulated,0.303703732,0.253863636,-0.049840096
size_manipulated,0.238888917,0.415454545,0.176565628
size_manipulated,0.971296381,0.99,0.01870361899999995
standard_plot,0.330555598,0.523181818,0.19262621999999996
size_manipulated,0.731481481,0.774545455,0.04306397400000006
standard_plot,0.212962963,0.361590909,0.148627946
size_manipulated,0.765740783,0.756590909,-0.009149874
standard_plot,0.188888903,0.451363636,0.262474733
standard_plot,0.405555584,0.612954545,0.207398961
size_manipulated,0.920370455,0.972045455,0.05167499999999991
size_manipulated,0.880555612,0.900227273,0.01967166100000006
size_manipulated,0.180555556,0.235909091,0.05535353499999998
standard_plot,0.70185188,0.846363636,0.144511756
size_manipulated,0.260185171,0.271818182,0.01163301100000002
standard_plot,0.919444473,0.99,0.070555527
standard_plot,0.247222265,0.3975,0.15027773500000002
standard_plot,0.292592578,0.666818182,0.374225604
size_manipulated,0.626851894,0.666818182,0.03996628800000001
size_manipulated,0.861111111,0.7925,-0.06861111100000006
standard_plot,0.808333362,0.900227273,0.091893911
standard_plot,0.099074081,0.217954545,0.118880464
standard_plot,0.623148176,0.810454545,0.18730636899999997
standard_plot,0.659259302,0.738636364,0.07937706199999994
size_manipulated,0.806481538,0.810454545,0.00397300700000002
size_manipulated,0.844444416,0.828409091,-0.01603532499999993
size_manipulated,0.494444459,0.648863636,0.15441917699999996
standard_plot,0.308333362,0.595,0.286666638
standard_plot,0.149074095,0.541136364,0.392062269
size_manipulated,0.181481503,0.307727273,0.12624577000000003
standard_plot,0.20648151,0.577045455,0.370563945
size_manipulated,0.67777782,0.846363636,0.168585816
standard_plot,0.166666667,0.487272727,0.32060606
size_manipulated,0.156481496,0.361590909,0.205109413
standard_plot,0.166666667,0.720681818,0.554015151
standard_plot,0.103703711,0.2,0.096296289
standard_plot,0.251851894,0.648863636,0.39701174199999995
standard_plot,0.275000042,0.684772727,0.409772685
size_manipulated,0.806481538,0.954090909,0.14760937100000004
size_manipulated,0.202777792,0.541136364,0.33835857199999997
standard_plot,0.779629672,0.882272727,0.10264305500000004
size_manipulated,0.27870369,0.595,0.31629630999999997
standard_plot,0.801851908,0.918181818,0.11632991000000004
size_manipulated,0.836111139,0.918181818,0.08207067899999998
size_manipulated,0.171296296,0.469318182,0.298021886
size_manipulated,0.305989583,0.325681818,0.019692235
standard_plot,0.149739583,0.307727273,0.15798769
size_manipulated,0.975260417,0.99,0.014739583
size_manipulated,0.96875,0.954090909,-0.01465909099999995
size_manipulated,0.649739583,0.612954545,-0.03678503799999999
size_manipulated,0.39453125,0.235909091,-0.158622159
standard_plot,0.197916667,0.235909091,0.037992424
standard_plot,0.895833333,0.900227273,0.00439394000000004
standard_plot,0.846354167,0.846363636,9.468999999984185e-6
standard_plot,0.200520833,0.217954545,0.01743371199999999
standard_plot,0.888020833,0.882272727,-0.00574810599999997
standard_plot,0.22265625,0.433409091,0.210752841
standard_plot,0.966145833,0.936136364,-0.03000946900000001
standard_plot,0.8125,0.810454545,-0.00204545499999997
standard_plot,0.203125,0.541136364,0.338011364
size_manipulated,0.811197917,0.702727273,-0.10847064399999996
size_manipulated,0.8984375,0.720681818,-0.17775568200000005
size_manipulated,0.977864583,0.900227273,-0.07763730999999996
standard_plot,0.196614583,0.253863636,0.05724905299999999
size_manipulated,0.598958333,0.541136364,-0.05782196900000003
size_manipulated,0.256510417,0.271818182,0.01530776500000002
size_manipulated,0.454427083,0.469318182,0.01489109899999996
standard_plot,0.295572917,0.451363636,0.15579071900000002
size_manipulated,0.979166667,0.882272727,-0.09689393999999996
standard_plot,0.21484375,0.271818182,0.05697443200000002
standard_plot,0.951822917,0.954090909,0.00226799200000005
standard_plot,0.200520833,0.559090909,0.358570076
standard_plot,0.651041667,0.702727273,0.05168560600000005
size_manipulated,0.604166667,0.343636364,-0.26053030299999996
standard_plot,0.244791667,0.343636364,0.09884469700000004
size_manipulated,0.696614583,0.433409091,-0.263205492
standard_plot,0.453125,0.505227273,0.05210227300000003
size_manipulated,0.984375,0.738636364,-0.245738636
size_manipulated,0.923177083,0.648863636,-0.27431344700000004
standard_plot,0.119791667,0.325681818,0.205890151
size_manipulated,0.747395833,0.595,-0.15239583300000004
size_manipulated,0.619791667,0.3975,-0.22229166699999997
size_manipulated,0.631510417,0.505227273,-0.12628314399999996
standard_plot,0.8515625,0.828409091,-0.02315340899999995
size_manipulated,0.971354167,0.846363636,-0.12499053100000002
standard_plot,0.145833333,0.2,0.054166667
standard_plot,0.846354167,0.774545455,-0.07180871199999994
size_manipulated,0.9765625,0.810454545,-0.16610795499999997
size_manipulated,0.9765625,0.828409091,-0.14815340899999996
standard_plot,0.858072917,0.7925,-0.06557291700000001
size_manipulated,0.609375,0.415454545,-0.193920455
standard_plot,0.526041667,0.595,0.06895833299999998
standard_plot,0.614583333,0.738636364,0.12405303099999998
standard_plot,0.67578125,0.756590909,0.08080965900000003
standard_plot,0.46875,0.523181818,0.05443181799999996
size_manipulated,0.83203125,0.559090909,-0.272940341
size_manipulated,0.684895833,0.307727273,-0.37716856
standard_plot,0.330729167,0.415454545,0.08472537800000002
size_manipulated,0.927083333,0.684772727,-0.242310606
standard_plot,0.736979167,0.361590909,-0.375388258
standard_plot,0.96875,0.972045455,0.00329545499999994
size_manipulated,0.928385417,0.666818182,-0.261567235
size_manipulated,0.423177083,0.217954545,-0.205222538
size_manipulated,0.971354167,0.7925,-0.178854167
size_manipulated,0.8515625,0.487272727,-0.364289773
standard_plot,0.200520833,0.289772727,0.089251894
standard_plot,0.947916667,0.918181818,-0.029734849
size_manipulated,0.8984375,0.577045455,-0.32139204499999996
standard_plot,0.602864583,0.684772727,0.08190814400000002
standard_plot,0.510416667,0.469318182,-0.04109848500000002
size_manipulated,0.497395833,0.253863636,-0.243532197
standard_plot,0.420572917,0.630909091,0.21033617400000004
standard_plot,0.98046875,0.99,0.00953124999999999
size_manipulated,0.9765625,0.972045455,-0.00451704500000005
standard_plot,0.16796875,0.3975,0.22953125
size_manipulated,0.967447917,0.864318182,-0.103129735
size_manipulated,0.69140625,0.451363636,-0.240042614
size_manipulated,0.809895833,0.630909091,-0.17898674199999998
standard_plot,0.876302083,0.864318182,-0.01198390100000001
size_manipulated,0.97265625,0.936136364,-0.036519886
size_manipulated,0.717447917,0.379545455,-0.337902462
size_manipulated,0.671875,0.289772727,-0.382102273
standard_plot,0.510416667,0.612954545,0.10253787800000004
size_manipulated,0.967447917,0.918181818,-0.04926609900000001
standard_plot,0.701822917,0.666818182,-0.03500473500000001
size_manipulated,0.651041667,0.2,-0.451041667
size_manipulated,0.90625,0.756590909,-0.14965909099999997
standard_plot,0.614583333,0.577045455,-0.03753787799999997
standard_plot,0.59765625,0.648863636,0.05120738599999996
size_manipulated,0.889322917,0.774545455,-0.11477746199999994
size_manipulated,0.8359375,0.523181818,-0.31275568200000003
size_manipulated,0.765625,0.361590909,-0.404034091
standard_plot,0.270833333,0.379545455,0.10871212199999997
standard_plot,0.303385417,0.487272727,0.18388731000000005
standard_plot,0.611979167,0.720681818,0.10870265099999998
size_manipulated,0.640964762,0.918181818,0.277217056
standard_plot,0.268604635,0.612954545,0.34434991000000004
size_manipulated,0.483147532,0.738636364,0.255488832
size_manipulated,0.151741536,0.451363636,0.2996221
size_manipulated,0.661609701,0.756590909,0.09498120799999998
standard_plot,0.073500468,0.720681818,0.64718135
standard_plot,0.15905482,0.774545455,0.615490635
size_manipulated,0.706294047,0.864318182,0.158024135
standard_plot,0.2642895,0.469318182,0.20502868199999996
size_manipulated,0.449603271,0.253863636,-0.195739635
size_manipulated,0.220366618,0.2,-0.02036661799999997
size_manipulated,0.839998576,0.882272727,0.04227415099999998
size_manipulated,0.949279175,0.936136364,-0.01314281100000003
standard_plot,0.067450282,0.325681818,0.25823153600000004
size_manipulated,0.7753302,0.720681818,-0.05464838199999999
standard_plot,0.248750712,0.828409091,0.5796583790000001
standard_plot,0.193268331,0.954090909,0.7608225780000001
standard_plot,0.083181763,0.810454545,0.727272782
size_manipulated,0.532309113,0.559090909,0.02678179600000008
size_manipulated,0.39546285,0.595,0.19953715
standard_plot,0.188008575,0.738636364,0.550627789
size_manipulated,0.242069194,0.415454545,0.17338535100000002
standard_plot,0.246375631,0.343636364,0.09726073300000002
standard_plot,0.180562083,0.487272727,0.30671064400000003
size_manipulated,0.510891774,0.217954545,-0.29293722899999997
size_manipulated,0.255948283,0.666818182,0.410869899
size_manipulated,0.459738413,0.684772727,0.225034314
size_manipulated,NA,0.577045455,NA
size_manipulated,0.46235789,0.648863636,0.18650574599999997
standard_plot,0.532330221,0.3975,-0.13483022100000003
size_manipulated,0.521618144,0.361590909,-0.1600272349999999
size_manipulated,0.343864034,0.7925,0.448635966
size_manipulated,0.637962443,0.343636364,-0.294326079
standard_plot,0.178765361,0.882272727,0.703507366
standard_plot,0.690810547,0.972045455,0.28123490799999995
standard_plot,0.235354614,0.271818182,0.03646356800000003
size_manipulated,0.331158651,0.469318182,0.13815953099999995
size_manipulated,0.35632665,0.630909091,0.274582441
size_manipulated,0.354147135,0.289772727,-0.064374408
standard_plot,0.231220551,0.253863636,0.022643085
standard_plot,0.266511129,0.541136364,0.27462523499999997
standard_plot,0.481623891,0.433409091,-0.0482148
standard_plot,0.248140666,0.666818182,0.418677516
size_manipulated,0.368391215,0.235909091,-0.132482124
standard_plot,0.281480357,0.2,-0.081480357
standard_plot,0.261777751,0.415454545,0.153676794
standard_plot,0.301912689,0.505227273,0.203314584
standard_plot,0.31056132,0.900227273,0.5896659530000001
standard_plot,0.231847941,0.846363636,0.6145156949999999
standard_plot,0.226190643,0.307727273,0.08153663000000003
size_manipulated,0.767151896,0.612954545,-0.15419735099999998
size_manipulated,0.793439026,0.846363636,0.05292460999999993
standard_plot,0.173380737,0.702727273,0.529346536
size_manipulated,0.770796712,0.954090909,0.18329419700000005
size_manipulated,0.55246933,0.307727273,-0.24474205699999996
standard_plot,0.677195638,0.918181818,0.2409861799999999
standard_plot,0.498844096,0.217954545,-0.280889551
size_manipulated,0.537810669,0.505227273,-0.03258339599999993
standard_plot,0.131776733,0.684772727,0.552995994
size_manipulated,0.607095337,0.325681818,-0.28141351899999995
standard_plot,0.233848775,0.648863636,0.415014861
standard_plot,0.295650838,0.361590909,0.06594007099999999
size_manipulated,0.697590942,0.774545455,0.076954513
standard_plot,0.164817403,0.379545455,0.21472805199999995
standard_plot,0.513972778,0.7925,0.278527222
size_manipulated,0.793917338,0.433409091,-0.3605082469999999
standard_plot,0.529232737,0.936136364,0.4069036270000001
standard_plot,0.851835022,0.99,0.13816497799999994
size_manipulated,0.609055583,0.271818182,-0.33723740099999994
standard_plot,0.275367533,0.559090909,0.283723376
standard_plot,0.282637939,0.864318182,0.581680243
size_manipulated,0.689179484,0.702727273,0.01354778900000008
standard_plot,0.277654877,0.630909091,0.353254214
size_manipulated,0.82969635,0.810454545,-0.019241804999999942
standard_plot,0.484765828,0.756590909,0.271825081
size_manipulated,0.762732442,0.3975,-0.365232442
size_manipulated,0.525531921,0.523181818,-0.00235010300000004
size_manipulated,0.308892212,0.487272727,0.17838051500000002
size_manipulated,0.596950277,0.379545455,-0.21740482200000005
standard_plot,0.511619212,0.577045455,0.065426243
standard_plot,0.301939087,0.523181818,0.22124273099999997
standard_plot,0.228117676,0.289772727,0.06165505100000001
size_manipulated,0.439983266,0.828409091,0.38842582500000006
standard_plot,0.308024241,0.595,0.286975759
size_manipulated,0.820460815,0.972045455,0.15158463999999994
size_manipulated,0.542930145,0.541136364,-0.00179378100000004
size_manipulated,0.826547139,0.900227273,0.07368013400000006
standard_plot,0.170062002,0.451363636,0.281301634
size_manipulated,1,0.99,-0.01
standard_plot,0.243262024,0.235909091,-0.007352933
standard_plot,NA,0.756590909,NA
size_manipulated,0.919250646,0.774545455,-0.1447051909999999
size_manipulated,0.392764858,0.577045455,0.18428059700000005
size_manipulated,0.951550388,0.936136364,-0.01541402400000002
size_manipulated,0.466408269,0.469318182,0.00290991299999998
standard_plot,0.20994832,0.702727273,0.4927789530000001
size_manipulated,0.897932817,0.7925,-0.10543281700000008
standard_plot,0.248062016,0.720681818,0.472619802
size_manipulated,0.803617571,0.756590909,-0.04702666199999994
standard_plot,0.224806202,0.846363636,0.621557434
standard_plot,0.485142119,0.253863636,-0.231278483
standard_plot,0.203488372,0.505227273,0.301738901
size_manipulated,0.149224806,0.271818182,0.12259337600000005
size_manipulated,0.833333333,0.828409091,-0.00492424199999996
standard_plot,0.950258398,0.99,0.03974160199999999
standard_plot,0.123385013,0.612954545,0.489569532
size_manipulated,0.777777778,0.918181818,0.14040403999999995
standard_plot,0.92377261,0.972045455,0.04827284499999995
size_manipulated,0.937984496,0.972045455,0.03406095899999994
standard_plot,0.188630491,0.307727273,0.119096782
size_manipulated,0.506459948,0.612954545,0.10649459699999995
standard_plot,0.273901809,0.325681818,0.05178000900000001
standard_plot,0.410852713,0.3975,-0.01335271299999996
size_manipulated,0.493540052,0.523181818,0.02964176599999996
standard_plot,0.771317829,0.954090909,0.18277308000000003
standard_plot,0.546511628,0.648863636,0.102352008
standard_plot,0.512919897,0.828409091,0.3154891940000001
size_manipulated,0.721576227,0.882272727,0.16069650000000002
standard_plot,0.282299742,0.577045455,0.294745713
size_manipulated,0.700904393,0.253863636,-0.447040757
standard_plot,0.371447028,0.541136364,0.16968933599999997
standard_plot,0.149224806,0.469318182,0.320093376
standard_plot,0.301033592,0.666818182,0.36578459
size_manipulated,0.715762274,0.3975,-0.318262274
size_manipulated,0.73255814,0.810454545,0.07789640500000006
size_manipulated,0.36498708,0.559090909,0.194103829
size_manipulated,0.153100775,0.2,0.04689922500000002
size_manipulated,0.611757106,0.846363636,0.23460653
size_manipulated,0.510335917,0.415454545,-0.09488137200000002
size_manipulated,0.574935401,0.684772727,0.10983732600000008
size_manipulated,0.409560724,0.451363636,0.04180291200000002
size_manipulated,0.357235142,0.235909091,-0.12132605100000002
standard_plot,0.221576227,0.271818182,0.05024195500000003
size_manipulated,0.715762274,0.630909091,-0.084853183
standard_plot,0.716408269,0.918181818,0.201773549
size_manipulated,0.237080103,0.505227273,0.26814717000000005
size_manipulated,0.625322997,0.738636364,0.11331336699999994
standard_plot,0.130490956,0.433409091,0.30291813500000003
standard_plot,0.200258398,0.595,0.394741602
standard_plot,0.247416021,0.774545455,0.527129434
size_manipulated,0.202842377,0.289772727,0.08693035000000002
standard_plot,0.815891473,0.936136364,0.12024489100000002
size_manipulated,0.479328165,0.595,0.115671835
standard_plot,0.357235142,0.7925,0.435264858
standard_plot,0.282299742,0.684772727,0.402472985
size_manipulated,0.435400517,0.361590909,-0.07380960799999997
standard_plot,0.241602067,0.343636364,0.10203429700000002
standard_plot,0.229328165,0.289772727,0.06044456200000001
standard_plot,0.718346253,0.900227273,0.1818810200000001
size_manipulated,0.478036176,0.541136364,0.063100188
standard_plot,0.332687339,0.810454545,0.477767206
standard_plot,0.437338501,0.487272727,0.04993422600000002
standard_plot,0.222222222,0.235909091,0.01368686899999999
standard_plot,0.700258398,0.864318182,0.164059784
size_manipulated,0.456718346,0.433409091,-0.02330925499999997
standard_plot,0.703488372,0.882272727,0.178784355
size_manipulated,0.905684755,0.99,0.08431524499999998
standard_plot,0.265503876,0.379545455,0.11404157899999996
standard_plot,0.200258398,0.2,-2.58397999999993e-4
size_manipulated,0.786821705,0.954090909,0.167269204
size_manipulated,0.356589147,0.307727273,-0.04886187399999997
standard_plot,0.180878553,0.415454545,0.234575992
standard_plot,0.21124031,0.738636364,0.527396054
size_manipulated,0.283591731,0.379545455,0.09595372399999996
size_manipulated,0.401162791,0.325681818,-0.075480973
standard_plot,0.234496124,0.630909091,0.39641296700000006
size_manipulated,0.675710594,0.900227273,0.22451667900000005
standard_plot,0.280361757,0.559090909,0.27872915200000004
size_manipulated,0.747416021,0.864318182,0.11690216099999996
standard_plot,0.326873385,0.361590909,0.034717524
size_manipulated,0.567829457,0.702727273,0.13489781600000006
standard_plot,0.281653747,0.523181818,0.24152807099999996
size_manipulated,0.333333333,0.343636364,0.01030303100000001
size_manipulated,0.527777778,0.648863636,0.12108585799999994
size_manipulated,0.374031008,0.217954545,-0.156076463
size_manipulated,0.469638243,0.487272727,0.017634484
standard_plot,0.296511628,0.451363636,0.154852008
size_manipulated,0.67377261,0.666818182,-0.00695442800000001
standard_plot,0.388888889,0.217954545,-0.17093434400000002
size_manipulated,0.696382429,0.720681818,0.02429938899999995
standard_plot,0.322916667,0.612954545,0.290037878
standard_plot,0.705729167,0.810454545,0.10472537800000004
size_manipulated,0.805989583,0.720681818,-0.08530776500000004
size_manipulated,0.052083333,0.307727273,0.25564394
size_manipulated,0.201822917,0.451363636,0.249540719
standard_plot,0.8515625,0.846363636,-0.00519886400000002
size_manipulated,0.20703125,0.3975,0.19046875
size_manipulated,0.200520833,0.469318182,0.26879734899999996
standard_plot,0.075520833,0.505227273,0.42970644
size_manipulated,0.19921875,0.235909091,0.03669034099999999
standard_plot,0.161458333,0.415454545,0.253996212
standard_plot,0.158854167,0.325681818,0.16682765100000002
standard_plot,0.19140625,0.469318182,0.277911932
size_manipulated,0.881510417,0.774545455,-0.10696496199999994
standard_plot,0.864583333,0.882272727,0.01768939400000002
size_manipulated,0.294270833,0.271818182,-0.02245265099999999
size_manipulated,0.51171875,0.648863636,0.13714488599999997
size_manipulated,0.78125,0.738636364,-0.04261363600000001
standard_plot,0.8359375,0.864318182,0.02838068199999999
standard_plot,0.265625,0.361590909,0.09596590900000002
size_manipulated,0.369791667,0.505227273,0.13543560600000004
size_manipulated,0.986979167,0.99,0.003020833
standard_plot,0.125,0.235909091,0.110909091
size_manipulated,0.645833333,0.666818182,0.02098484899999997
standard_plot,0.104166667,0.307727273,0.20356060600000003
standard_plot,0.09375,0.289772727,0.196022727
standard_plot,0.352864583,0.738636364,0.385771781
standard_plot,0.84375,0.972045455,0.12829545499999995
standard_plot,0.161458333,0.379545455,0.21808712199999997
size_manipulated,0.643229167,0.630909091,-0.01232007599999995
standard_plot,0.915364583,0.99,0.07463541699999998
size_manipulated,0.240885417,0.559090909,0.31820549200000003
size_manipulated,0.259114583,0.595,0.33588541699999996
size_manipulated,0.208333333,0.541136364,0.33280303099999997
size_manipulated,0.716145833,0.882272727,0.16612689400000002
standard_plot,0.209635417,0.702727273,0.4930918560000001
standard_plot,0.1953125,0.253863636,0.058551136
standard_plot,0.17578125,0.720681818,0.544900568
standard_plot,0.354166667,0.774545455,0.42037878800000006
standard_plot,0.33203125,0.828409091,0.496377841
size_manipulated,0.0625,0.289772727,0.227272727
standard_plot,0.360677083,0.648863636,0.28818655299999996
size_manipulated,0.552083333,0.577045455,0.02496212200000003
standard_plot,0.36328125,0.559090909,0.195809659
size_manipulated,0.407552083,0.433409091,0.02585700800000001
size_manipulated,0.473958333,0.325681818,-0.148276515
size_manipulated,0.845052083,0.828409091,-0.01664299199999996
size_manipulated,0.743489583,0.612954545,-0.130535038
size_manipulated,0.204427083,0.379545455,0.17511837199999997
size_manipulated,0.14453125,0.343636364,0.19910511400000003
standard_plot,0.108072917,0.433409091,0.32533617400000003
standard_plot,0.830729167,0.954090909,0.12336174200000004
size_manipulated,0.286458333,0.361590909,0.075132576
size_manipulated,0.88671875,0.918181818,0.03146306799999998
size_manipulated,0.84765625,0.810454545,-0.03720170499999997
size_manipulated,0.298177083,0.253863636,-0.044313447
size_manipulated,0.72265625,0.523181818,-0.19947443200000003
size_manipulated,0.56640625,0.2,-0.36640625
size_manipulated,0.7265625,0.900227273,0.17366477300000005
size_manipulated,0.622395833,0.415454545,-0.206941288
standard_plot,0.3359375,0.3975,0.06156250000000002
size_manipulated,0.658854167,0.936136364,0.277282197
standard_plot,0.322916667,0.271818182,-0.05109848499999997
standard_plot,0.27734375,0.541136364,0.263792614
standard_plot,0.265625,0.595,0.329375
size_manipulated,0.66796875,0.756590909,0.08862215900000003
standard_plot,0.388020833,0.666818182,0.27879734899999997
standard_plot,0.520833333,0.7925,0.271666667
standard_plot,0.2578125,0.2,-0.05781249999999999
size_manipulated,0.865885417,0.954090909,0.08820549200000005
standard_plot,0.416666667,0.630909091,0.21424242400000004
standard_plot,0.319010417,0.523181818,0.20417140099999995
size_manipulated,NA,0.217954545,NA
standard_plot,0.197916667,0.487272727,0.28935606
size_manipulated,0.9140625,0.972045455,0.05798295499999995
standard_plot,0.408854167,0.577045455,0.16819128800000005
size_manipulated,0.514322917,0.487272727,-0.02705018999999997
standard_plot,0.51953125,0.756590909,0.23705965900000003
standard_plot,0.341145833,0.451363636,0.110217803
size_manipulated,0.811197917,0.864318182,0.053120265
standard_plot,0.796875,0.936136364,0.139261364
size_manipulated,0.825520833,0.846363636,0.02084280299999996
standard_plot,0.579427083,0.684772727,0.10534564400000002
standard_plot,0.733072917,0.900227273,0.16715435600000006
size_manipulated,0.774739583,0.684772727,-0.08996685599999998
standard_plot,0.299479167,0.343636364,0.04415719700000004
size_manipulated,0.731770833,0.7925,0.06072916699999997
standard_plot,0.79296875,0.918181818,0.12521306799999998
size_manipulated,0.5625,0.702727273,0.14022727300000004
standard_plot,0.203125,0.217954545,0.014829545
standard_plot,0.301851779,0.720681818,0.418830039
size_manipulated,NA,0.451363636,NA
size_manipulated,0.257407337,0.2,-0.057407337
size_manipulated,0.091666648,0.774545455,0.682878807
size_manipulated,0.120370328,0.810454545,0.690084217
standard_plot,0.557407392,0.666818182,0.10941078999999998
size_manipulated,0.262962892,0.648863636,0.385900744
size_manipulated,0.170370326,0.612954545,0.442584219
standard_plot,0.58148142,0.253863636,-0.327617784
standard_plot,0.445370315,0.217954545,-0.22741577
size_manipulated,0.044444427,0.864318182,0.819873755
standard_plot,0.209259213,0.343636364,0.13437715100000003
size_manipulated,0.181481436,0.756590909,0.575109473
standard_plot,0.359259207,0.271818182,-0.087441025
standard_plot,0.500925868,0.379545455,-0.12138041300000008
standard_plot,0.303703654,0.828409091,0.524705437
size_manipulated,0.084259252,0.972045455,0.8877862029999999
size_manipulated,0.256481433,0.541136364,0.284654931
size_manipulated,0.272222196,0.325681818,0.05345962199999998
size_manipulated,0.203703658,0.7925,0.588796342
standard_plot,0.242592545,0.936136364,0.6935438190000001
standard_plot,0.37499997,0.756590909,0.381590939
size_manipulated,0.099999981,0.918181818,0.818181837
standard_plot,0.339814763,0.559090909,0.219276146
standard_plot,0.287962891,0.864318182,0.576355291
size_manipulated,0.069444426,0.666818182,0.597373756
size_manipulated,0.107407376,0.433409091,0.326001715
standard_plot,0.277777751,0.684772727,0.406994976
size_manipulated,0.144444423,0.954090909,0.8096464860000001
standard_plot,0.376851844,0.487272727,0.11042088300000004
standard_plot,0.155555534,0.289772727,0.134217193
standard_plot,0.155555534,0.612954545,0.457399011
size_manipulated,0.026851824,0.882272727,0.8554209030000001
standard_plot,0.236111086,0.810454545,0.5743434590000001
size_manipulated,0.062962934,0.379545455,0.31658252099999995
size_manipulated,0.131481438,0.3975,0.266018562
size_manipulated,0.070370363,0.595,0.524629637
size_manipulated,0.049074045,0.487272727,0.438198682
size_manipulated,0.059259253,0.684772727,0.625513474
size_manipulated,0.054629601,0.235909091,0.18127949
standard_plot,0.15370366,0.882272727,0.728569067
standard_plot,0.292592543,0.2,-0.09259254299999996
size_manipulated,0.033333317,0.307727273,0.27439395600000005
size_manipulated,0.160185152,0.702727273,0.5425421210000001
standard_plot,0.062962934,0.469318182,0.406355248
size_manipulated,0.067592586,0.289772727,0.222180141
size_manipulated,0.049999983,0.469318182,0.419318199
standard_plot,0.355555526,0.954090909,0.598535383
standard_plot,0.439814759,0.774545455,0.33473069600000005
size_manipulated,0.071296267,0.738636364,0.667340097
size_manipulated,0.121296265,0.271818182,0.150521917
size_manipulated,0.15370366,0.720681818,0.566978158
standard_plot,0.21944442,0.415454545,0.196010125
standard_plot,0.162036993,0.595,0.432963007
size_manipulated,0.162036993,0.253863636,0.091826643
size_manipulated,0.582407324,0.828409091,0.2460017670000001
standard_plot,0.287962891,0.3975,0.10953710900000002
standard_plot,0.317592542,0.738636364,0.421043822
standard_plot,0.317592542,0.541136364,0.223543822
standard_plot,0.206481435,0.630909091,0.424427656
standard_plot,0.196296228,0.523181818,0.32688558999999995
size_manipulated,0.145370327,0.343636364,0.19826603700000003
standard_plot,0.113888869,0.648863636,0.534974767
size_manipulated,0.049999983,0.523181818,0.473181835
standard_plot,0.222222198,0.918181818,0.69595962
size_manipulated,0.039814809,0.630909091,0.591094282
standard_plot,0.183333311,0.972045455,0.788712144
size_manipulated,0.035185157,0.505227273,0.470042116
size_manipulated,0.035185157,0.415454545,0.380269388
standard_plot,0.17407404,0.702727273,0.528653233
standard_plot,0.140740708,0.451363636,0.310622928
size_manipulated,0.057407378,0.361590909,0.304183531
standard_plot,0.20833331,0.900227273,0.6918939630000001
standard_plot,0.163888867,0.361590909,0.197702042
size_manipulated,0.084259252,0.217954545,0.133695293
standard_plot,0.249074004,0.577045455,0.327971451
size_manipulated,0.345370319,0.936136364,0.5907660450000001
size_manipulated,0.235185115,0.577045455,0.34186034000000004
standard_plot,0.282407336,0.99,0.707592664
standard_plot,0.093518488,0.433409091,0.339890603
standard_plot,0.112962932,0.505227273,0.392264341
size_manipulated,0.084259252,0.559090909,0.474831657
size_manipulated,0.218518449,0.99,0.7714815509999999
standard_plot,0.130555535,0.7925,0.6619444649999999
standard_plot,0.196296228,0.235909091,0.039612863
standard_plot,0.112962932,0.325681818,0.212718886
size_manipulated,0.485185173,0.900227273,0.4150421
standard_plot,0.127777757,0.307727273,0.17994951600000003
size_manipulated,0.198148102,0.846363636,0.648215534
standard_plot,0.125925883,0.846363636,0.720437753
size_manipulated,0.299074102,0.523181818,0.22410771599999996
standard_plot,0.700925968,0.828409091,0.1274831230000001
size_manipulated,0.234259288,0.451363636,0.217104348
size_manipulated,0.974074046,0.864318182,-0.10975586400000004
size_manipulated,0.965740769,0.972045455,0.00630468599999989
standard_plot,0.799074102,0.972045455,0.172971353
size_manipulated,0.045370384,0.325681818,0.280311434
size_manipulated,0.615740741,0.738636364,0.122895623
standard_plot,0.348148134,0.666818182,0.318670048
size_manipulated,0.150000007,0.289772727,0.13977272000000002
standard_plot,0.075000021,0.433409091,0.35840907
standard_plot,0.414814843,0.648863636,0.234048793
standard_plot,0.042592614,0.415454545,0.372861931
size_manipulated,0.360185199,0.595,0.23481480099999996
size_manipulated,0.600000028,0.666818182,0.06681815400000002
standard_plot,0.733333376,0.918181818,0.18484844199999995
size_manipulated,0.177777785,0.379545455,0.20176767
standard_plot,0.200000021,0.3975,0.197499979
standard_plot,0.192592586,0.487272727,0.294680141
size_manipulated,0.386111153,0.469318182,0.08320702899999999
standard_plot,0.512037065,0.702727273,0.19069020800000003
size_manipulated,0.081481474,0.307727273,0.22624579900000005
standard_plot,0.08425928,0.343636364,0.25937708400000004
standard_plot,0.092592593,0.307727273,0.21513468
standard_plot,0.874074159,0.900227273,0.02615311400000009
standard_plot,0.444444444,0.684772727,0.24032828300000003
standard_plot,0.149074095,0.451363636,0.30228954100000005
size_manipulated,0.939814815,0.918181818,-0.02163299699999998
standard_plot,0.074074074,0.271818182,0.19774410800000003
standard_plot,0.113888882,0.379545455,0.265656573
standard_plot,0.833333333,0.864318182,0.03098484899999998
standard_plot,0.489814829,0.630909091,0.14109426200000005
size_manipulated,0.793518561,0.630909091,-0.16260946999999992
